"3S45_pocket8_atm"	0.443196425302	0.136185475923
"3S45_pocket0_atm"	0.884353963402	0.0241982419063
"3S45_pocket4_atm"	0.519681291698	0.056035592238
"3S45_pocket5_atm"	0.781803329388	0.0546207073096
"3S45_pocket3_atm"	0.42189367407	0.118055502409
"3S45_pocket1_atm"	0.928955539266	0.00826504166126
"3S45_pocket9_atm"	0.160562144247	0.0161583797606
"3S45_pocket2_atm"	0.47494962809	0.0993708380853
"3S45_pocket7_atm"	0.954232154282	0.0117117236846
"3S45_pocket6_atm"	0.0551357718825	0.00734059883383
"3S45_pocket10_atm"	0.598729027592	0.0798171802325
"3S45_pocket11_atm"	0.169235238197	0.0587924835833
