"1JLD_pocket9_atm"	0.0626961114791	0.0262694234179
"1JLD_pocket3_atm"	0.161211239764	0.0134249482554
"1JLD_pocket8_atm"	0.186459004661	0.0145745577939
"1JLD_pocket5_atm"	0.454577510595	0.122664307907
"1JLD_pocket4_atm"	0.0336448540785	0.0035067264508
"1JLD_pocket1_atm"	0.644781921183	0.135303735746
"1JLD_pocket0_atm"	0.89147893108	0.0185415563538
"1JLD_pocket10_atm"	0.127145090044	0.0704499643508
"1JLD_pocket7_atm"	0.0303847125061	0.00356421877928
"1JLD_pocket6_atm"	0.913280323143	0.00659325258816
"1JLD_pocket2_atm"	0.827694847787	0.041057198418
